/usr/lib/jdk1.8.0_111/bin/java -Didea.launcher.port=7538 -Didea.launcher.bin.path=/home/centos/Downloads/idea-IC-163.10154.41/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jdk1.8.0_111/jre/lib/charsets.jar:/usr/lib/jdk1.8.0_111/jre/lib/deploy.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/cldrdata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/dnsns.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jaccess.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jfxrt.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/localedata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/nashorn.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunec.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunjce_provider.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunpkcs11.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/zipfs.jar:/usr/lib/jdk1.8.0_111/jre/lib/javaws.jar:/usr/lib/jdk1.8.0_111/jre/lib/jce.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfr.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfxswt.jar:/usr/lib/jdk1.8.0_111/jre/lib/jsse.jar:/usr/lib/jdk1.8.0_111/jre/lib/management-agent.jar:/usr/lib/jdk1.8.0_111/jre/lib/plugin.jar:/usr/lib/jdk1.8.0_111/jre/lib/resources.jar:/usr/lib/jdk1.8.0_111/jre/lib/rt.jar:/home/centos/IdeaProjects/Verk1/out/production/Verk1:/home/centos/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.1.jar:/home/centos/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.1.jar:/home/centos/Downloads/idea-IC-163.10154.41/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain Main -s 1000 -e 100000 -n 3 -w 10000000 -i 500 -sm 3000
Parameters: S: 1000 , E: 100000 , N: 3 , W: 10000000 , I:500 , Sm: 3000
Resetting counter between each W random write operations
---------------------
---------------------
Testing writes by finger table
NetworkSize: 1001
61472: writeCount 10988
61507: writeCount 13521
61539: writeCount 15302
61557: writeCount 8555
61738: writeCount 23160
61830: writeCount 29087
61866: writeCount 30849
61922: writeCount 18379
61979: writeCount 15630
61991: writeCount 12984
62042: writeCount 12648
62074: writeCount 9578
62117: writeCount 12764
62260: writeCount 22684
62272: writeCount 19858
62416: writeCount 31241
62459: writeCount 19907
62519: writeCount 24596
62521: writeCount 10314
62552: writeCount 9119
62614: writeCount 9391
62682: writeCount 16041
62696: writeCount 14398
62703: writeCount 8941
62720: writeCount 3785
62737: writeCount 4078
62745: writeCount 4183
62756: writeCount 3590
62766: writeCount 2910
62771: writeCount 2723
62903: writeCount 14794
62909: writeCount 14322
62928: writeCount 15745
62949: writeCount 4655
62994: writeCount 8549
63017: writeCount 8936
63114: writeCount 16471
63147: writeCount 15382
63206: writeCount 18920
63229: writeCount 12071
63313: writeCount 16825
63320: writeCount 11193
63341: writeCount 11011
63383: writeCount 6981
63448: writeCount 12763
63544: writeCount 20294
63554: writeCount 17559
63609: writeCount 16066
63630: writeCount 8609
63668: writeCount 11425
63722: writeCount 11752
63786: writeCount 15487
63927: writeCount 25736
63942: writeCount 21867
63971: writeCount 18373
63982: writeCount 5502
64078: writeCount 13812
64083: writeCount 11115
64097: writeCount 11401
64125: writeCount 4706
64133: writeCount 5051
64138: writeCount 4114
64157: writeCount 3147
64193: writeCount 5939
64303: writeCount 16574
64316: writeCount 16019
64350: writeCount 16368
64438: writeCount 13605
64458: writeCount 14708
64519: writeCount 16879
64572: writeCount 13424
64574: writeCount 11971
64735: writeCount 21679
64833: writeCount 26186
64880: writeCount 30697
64900: writeCount 16575
64920: writeCount 8732
64934: writeCount 5385
64947: writeCount 4663
64960: writeCount 4004
65001: writeCount 6862
65022: writeCount 7679
65122: writeCount 16348
65123: writeCount 12230
65164: writeCount 14215
65254: writeCount 13249
65273: writeCount 15054
65296: writeCount 13681
65390: writeCount 13563
65453: writeCount 18031
65598: writeCount 31084
65603: writeCount 21512
65604: writeCount 15226
65664: writeCount 6651
65679: writeCount 7653
65759: writeCount 15636
65890: writeCount 22715
65947: writeCount 27696
65993: writeCount 23586
66031: writeCount 14196
66245: writeCount 29823
66436: writeCount 44357
66440: writeCount 41040
66564: writeCount 32018
66592: writeCount 15673
66650: writeCount 21551
66687: writeCount 12399
66707: writeCount 12320
66811: writeCount 16294
66814: writeCount 12873
66842: writeCount 13597
66918: writeCount 10548
66972: writeCount 16091
66982: writeCount 14327
67060: writeCount 14063
67162: writeCount 18936
67174: writeCount 19168
67229: writeCount 17006
67279: writeCount 11743
67283: writeCount 10977
67295: writeCount 6666
67339: writeCount 6284
67414: writeCount 13011
67424: writeCount 12795
67495: writeCount 15320
67502: writeCount 8576
67515: writeCount 8948
67550: writeCount 5603
67553: writeCount 5194
67557: writeCount 4400
67605: writeCount 5496
67663: writeCount 11100
67784: writeCount 22800
67800: writeCount 19685
67820: writeCount 15829
67904: writeCount 12265
67909: writeCount 11121
67926: writeCount 10798
67972: writeCount 6873
68084: writeCount 17558
68098: writeCount 17260
68191: writeCount 21855
68352: writeCount 26619
68389: writeCount 28869
68440: writeCount 24734
68464: writeCount 11146
68515: writeCount 12506
68546: writeCount 10433
68574: writeCount 10893
68629: writeCount 11686
68655: writeCount 10914
68789: writeCount 21429
68794: writeCount 16523
68802: writeCount 14706
68844: writeCount 5627
68986: writeCount 19400
69026: writeCount 22569
69027: writeCount 18930
69035: writeCount 5428
69042: writeCount 1564
69057: writeCount 2980
69064: writeCount 2922
69080: writeCount 3960
69165: writeCount 10933
69241: writeCount 17982
69256: writeCount 17898
69296: writeCount 13867
69327: writeCount 8576
69438: writeCount 18147
69443: writeCount 15206
69472: writeCount 15116
69483: writeCount 4559
69490: writeCount 4726
69546: writeCount 7505
69549: writeCount 6916
69554: writeCount 6520
69556: writeCount 1022
69572: writeCount 2256
69595: writeCount 4073
69639: writeCount 8188
69652: writeCount 7970
69671: writeCount 7516
69688: writeCount 5171
69710: writeCount 5836
69789: writeCount 11793
69847: writeCount 16305
69848: writeCount 14200
69859: writeCount 6987
69886: writeCount 3958
69969: writeCount 12533
70040: writeCount 18551
70079: writeCount 19173
70080: writeCount 11726
70086: writeCount 4528
70104: writeCount 2477
70116: writeCount 3539
70117: writeCount 2976
70162: writeCount 5692
70228: writeCount 11242
70283: writeCount 16606
70356: writeCount 19283
70471: writeCount 24119
70482: writeCount 19767
70526: writeCount 17616
70672: writeCount 20094
70750: writeCount 26936
70751: writeCount 22558
70769: writeCount 10414
70817: writeCount 6717
70849: writeCount 9858
70920: writeCount 15200
70947: writeCount 13009
70977: writeCount 13205
71004: writeCount 8757
71006: writeCount 5846
71125: writeCount 15101
71166: writeCount 16118
71188: writeCount 18579
71256: writeCount 12958
71304: writeCount 13696
71441: writeCount 25342
71450: writeCount 20308
71499: writeCount 20082
71531: writeCount 9548
71570: writeCount 11885
71575: writeCount 7537
71589: writeCount 6076
71590: writeCount 2004
71651: writeCount 8088
71737: writeCount 15149
71756: writeCount 16634
71880: writeCount 22781
71912: writeCount 17399
71999: writeCount 24080
72020: writeCount 14038
72080: writeCount 17214
72114: writeCount 11456
72422: writeCount 41452
72429: writeCount 36143
72542: writeCount 44336
72553: writeCount 13225
72579: writeCount 15169
72625: writeCount 8287
72691: writeCount 13988
72747: writeCount 16915
72765: writeCount 14102
72916: writeCount 22262
72936: writeCount 18757
73057: writeCount 29158
73144: writeCount 22781
73272: writeCount 33561
73310: writeCount 25254
73327: writeCount 18390
73547: writeCount 28463
73576: writeCount 27542
73646: writeCount 31924
73701: writeCount 15471
73754: writeCount 17960
73837: writeCount 20030
73889: writeCount 19878
73893: writeCount 14106
73937: writeCount 10015
73945: writeCount 6199
74013: writeCount 12033
74104: writeCount 16778
74134: writeCount 19612
74148: writeCount 13599
74156: writeCount 5614
74190: writeCount 5621
74200: writeCount 5689
74242: writeCount 8843
74366: writeCount 17582
74382: writeCount 18214
74386: writeCount 14406
74427: writeCount 6132
74431: writeCount 5098
74460: writeCount 7608
74463: writeCount 3549
74464: writeCount 3247
74661: writeCount 19935
74692: writeCount 22699
74704: writeCount 23778
74729: writeCount 6654
74748: writeCount 5515
74757: writeCount 5277
74827: writeCount 10172
74850: writeCount 10268
74947: writeCount 19187
74990: writeCount 16393
75040: writeCount 19815
75165: writeCount 22531
75179: writeCount 18901
75214: writeCount 18369
75277: writeCount 11121
75440: writeCount 26082
75484: writeCount 26965
75485: writeCount 20818
75489: writeCount 4809
75553: writeCount 6965
75707: writeCount 22096
75804: writeCount 31469
75872: writeCount 31774
75874: writeCount 17598
75890: writeCount 8553
75962: writeCount 8953
76032: writeCount 16022
76114: writeCount 23020
76144: writeCount 18055
76145: writeCount 11295
76185: writeCount 7086
76335: writeCount 19031
76343: writeCount 20325
76400: writeCount 22025
76421: writeCount 9229
76506: writeCount 16112
76527: writeCount 12534
76551: writeCount 12927
76557: writeCount 5141
76729: writeCount 20023
76887: writeCount 33484
76981: writeCount 42118
77018: writeCount 28948
77099: writeCount 21191
77197: writeCount 21613
77389: writeCount 36764
77511: writeCount 40837
77586: writeCount 38601
77638: writeCount 24803
77687: writeCount 17551
77785: writeCount 19944
77832: writeCount 19395
77847: writeCount 15984
77849: writeCount 6774
77909: writeCount 7688
77944: writeCount 10020
77956: writeCount 10972
78014: writeCount 10598
78051: writeCount 10808
78061: writeCount 11112
78099: writeCount 8539
78116: writeCount 6748
78118: writeCount 5693
78190: writeCount 9018
78218: writeCount 10172
78293: writeCount 17335
78420: writeCount 22955
78421: writeCount 20182
78440: writeCount 14766
78448: writeCount 3291
78500: writeCount 8052
78506: writeCount 6940
78604: writeCount 15562
78608: writeCount 11137
78711: writeCount 20451
78732: writeCount 12954
78753: writeCount 14633
78799: writeCount 9040
78898: writeCount 16758
79067: writeCount 31759
79139: writeCount 34175
79146: writeCount 24954
79248: writeCount 18047
79270: writeCount 13033
79377: writeCount 23462
79407: writeCount 16301
79423: writeCount 15502
79583: writeCount 20346
79681: writeCount 27129
79845: writeCount 41856
79881: writeCount 29593
79892: writeCount 20913
79905: writeCount 5882
80096: writeCount 21721
80108: writeCount 21330
80114: writeCount 21366
80165: writeCount 6814
80174: writeCount 6520
80269: writeCount 15506
80282: writeCount 11804
80314: writeCount 14322
80320: writeCount 4961
80336: writeCount 5229
80351: writeCount 3744
80362: writeCount 4338
80382: writeCount 4590
80410: writeCount 5880
80445: writeCount 8182
80475: writeCount 9182
80526: writeCount 11641
80597: writeCount 15245
80611: writeCount 13611
80627: writeCount 10389
80675: writeCount 7762
80709: writeCount 9823
80856: writeCount 22783
80862: writeCount 18611
80964: writeCount 25324
81081: writeCount 22331
81106: writeCount 24314
81151: writeCount 19407
81172: writeCount 9333
81182: writeCount 8010
81343: writeCount 20038
81447: writeCount 27696
81520: writeCount 33891
81521: writeCount 18572
81524: writeCount 8069
81541: writeCount 2090
81572: writeCount 6230
81603: writeCount 7817
81681: writeCount 14018
81721: writeCount 14913
81728: writeCount 13061
81762: writeCount 8233
81785: writeCount 6404
81792: writeCount 6308
81846: writeCount 8150
81878: writeCount 9163
81879: writeCount 8613
81959: writeCount 11198
81984: writeCount 10467
81996: writeCount 11599
82094: writeCount 14064
82105: writeCount 12128
82128: writeCount 13430
82150: writeCount 5974
82195: writeCount 8844
82260: writeCount 13179
82266: writeCount 11630
82387: writeCount 19361
82404: writeCount 14465
82428: writeCount 16313
82436: writeCount 5389
82517: writeCount 12061
82585: writeCount 15779
82608: writeCount 17326
82611: writeCount 9453
82689: writeCount 10562
82749: writeCount 14265
82759: writeCount 15327
82788: writeCount 9945
82910: writeCount 16203
82923: writeCount 16487
82951: writeCount 16839
82954: writeCount 4406
82999: writeCount 8290
83066: writeCount 11492
83117: writeCount 16836
83164: writeCount 16441
83193: writeCount 12713
83230: writeCount 11240
83424: writeCount 26867
83458: writeCount 26571
83476: writeCount 24665
83499: writeCount 8236
83517: writeCount 6166
83531: writeCount 5533
83543: writeCount 4273
83582: writeCount 6402
83727: writeCount 19639
83732: writeCount 19028
83736: writeCount 15534
83782: writeCount 5337
83875: writeCount 14096
83893: writeCount 15865
83970: writeCount 18570
84013: writeCount 13618
84061: writeCount 16669
84157: writeCount 18687
84194: writeCount 18201
84251: writeCount 19686
84259: writeCount 10357
84275: writeCount 8134
84279: writeCount 2761
84283: writeCount 2348
84294: writeCount 1881
84353: writeCount 7379
84392: writeCount 10814
84412: writeCount 11713
84463: writeCount 10936
84475: writeCount 8337
84504: writeCount 9143
84508: writeCount 4454
84527: writeCount 5161
84579: writeCount 7499
84687: writeCount 17944
84748: writeCount 22130
84764: writeCount 19182
84769: writeCount 8875
84786: writeCount 4394
84797: writeCount 3856
84832: writeCount 6292
84949: writeCount 16538
84961: writeCount 16653
84968: writeCount 13799
85096: writeCount 14731
85113: writeCount 15599
85226: writeCount 25962
85398: writeCount 30297
85485: writeCount 37257
85505: writeCount 27700
85590: writeCount 19976
85692: writeCount 20688
85703: writeCount 19830
85710: writeCount 12020
85755: writeCount 6209
85780: writeCount 7842
85802: writeCount 9159
85808: writeCount 5315
85809: writeCount 2934
85830: writeCount 2948
85889: writeCount 8244
85896: writeCount 8805
86009: writeCount 18067
86015: writeCount 12578
86064: writeCount 16809
86087: writeCount 7806
86095: writeCount 7963
86145: writeCount 8107
86196: writeCount 11060
86432: writeCount 34072
86620: writeCount 47824
86627: writeCount 43280
86648: writeCount 21593
86652: writeCount 3162
86689: writeCount 6210
86733: writeCount 8484
86782: writeCount 13047
86913: writeCount 23017
87134: writeCount 39922
87189: writeCount 40428
87191: writeCount 27652
87216: writeCount 9362
87366: writeCount 17473
87376: writeCount 18285
87398: writeCount 18438
87438: writeCount 7300
87453: writeCount 7693
87479: writeCount 8365
87561: writeCount 12294
87601: writeCount 14781
87612: writeCount 13282
87670: writeCount 10676
87671: writeCount 7168
87770: writeCount 16116
87799: writeCount 13328
87830: writeCount 16160
87841: writeCount 7688
87931: writeCount 13214
87987: writeCount 15678
87997: writeCount 15510
88033: writeCount 10144
88041: writeCount 5407
88074: writeCount 7813
88141: writeCount 10930
88183: writeCount 14299
88402: writeCount 32905
88535: writeCount 39380
88556: writeCount 37273
88569: writeCount 16595
88660: writeCount 12572
88697: writeCount 14160
88727: writeCount 15818
88770: writeCount 10945
88876: writeCount 18008
88913: writeCount 18716
89025: writeCount 26157
89042: writeCount 17129
89045: writeCount 13032
89068: writeCount 4248
89074: writeCount 3192
89120: writeCount 7447
89156: writeCount 8743
89254: writeCount 17781
89290: writeCount 16805
89335: writeCount 18335
89473: writeCount 22632
89553: writeCount 26241
89554: writeCount 21740
89597: writeCount 12926
89633: writeCount 7905
89764: writeCount 21061
89793: writeCount 19715
89843: writeCount 21664
89893: writeCount 12910
89991: writeCount 19798
89993: writeCount 15017
89998: writeCount 10986
90184: writeCount 19200
90245: writeCount 24939
90316: writeCount 31547
90400: writeCount 21431
90450: writeCount 21192
90514: writeCount 19824
90569: writeCount 16951
90694: writeCount 24236
90819: writeCount 30451
90821: writeCount 25168
90833: writeCount 14160
90844: writeCount 2576
90845: writeCount 2476
90908: writeCount 7665
90948: writeCount 10406
91038: writeCount 19245
91157: writeCount 24814
91158: writeCount 20930
91380: writeCount 34380
91409: writeCount 25402
91418: writeCount 26238
91432: writeCount 5251
91477: writeCount 6815
91534: writeCount 11705
91553: writeCount 12084
91568: writeCount 9092
91576: writeCount 4042
91590: writeCount 3620
91673: writeCount 10461
91736: writeCount 15942
91761: writeCount 17480
91797: writeCount 12351
91897: writeCount 15958
91923: writeCount 16082
91926: writeCount 12751
91961: writeCount 6424
92143: writeCount 22066
92224: writeCount 29882
92241: writeCount 28054
92382: writeCount 24073
92385: writeCount 16989
92408: writeCount 17575
92448: writeCount 7385
92482: writeCount 10224
92566: writeCount 16819
92640: writeCount 19054
92732: writeCount 25022
92768: writeCount 21243
92774: writeCount 13491
92812: writeCount 8010
92865: writeCount 9652
92967: writeCount 19367
93032: writeCount 22154
93040: writeCount 17712
93045: writeCount 7915
93087: writeCount 5491
93104: writeCount 6497
93114: writeCount 7061
93131: writeCount 4473
93132: writeCount 2959
93239: writeCount 12836
93305: writeCount 17368
93493: writeCount 36845
93494: writeCount 26473
93593: writeCount 28783
93616: writeCount 12211
93617: writeCount 12212
93675: writeCount 8073
93760: writeCount 14129
93800: writeCount 17978
93813: writeCount 13495
93850: writeCount 8790
93852: writeCount 5026
93900: writeCount 8466
93911: writeCount 5968
93961: writeCount 10808
93969: writeCount 7246
93989: writeCount 8117
94058: writeCount 9970
94063: writeCount 9321
94078: writeCount 9349
94091: writeCount 3276
94140: writeCount 7697
94353: writeCount 27636
94367: writeCount 27796
94387: writeCount 24896
94480: writeCount 12956
94532: writeCount 16681
94534: writeCount 14843
94568: writeCount 8707
94578: writeCount 4833
94591: writeCount 5733
94629: writeCount 6382
94668: writeCount 8982
95014: writeCount 42182
95018: writeCount 38822
95033: writeCount 36450
95113: writeCount 11139
95125: writeCount 11956
95140: writeCount 10719
95225: writeCount 11275
95240: writeCount 11532
95257: writeCount 11687
95319: writeCount 9857
95390: writeCount 15169
95505: writeCount 25581
95524: writeCount 20586
95549: writeCount 15900
95565: writeCount 6076
95574: writeCount 5107
95585: writeCount 3762
95601: writeCount 3599
95724: writeCount 15319
95764: writeCount 17827
95790: writeCount 19328
95901: writeCount 18428
95930: writeCount 16579
95994: writeCount 21351
95997: writeCount 10700
96120: writeCount 19081
96203: writeCount 21028
96360: writeCount 36353
96379: writeCount 26907
96459: writeCount 26764
96478: writeCount 13206
96493: writeCount 12370
96577: writeCount 11789
96602: writeCount 12372
96650: writeCount 16101
96701: writeCount 12453
96791: writeCount 19098
96793: writeCount 14977
96813: writeCount 11345
96828: writeCount 3766
96851: writeCount 5870
96891: writeCount 7944
96994: writeCount 16824
97083: writeCount 23506
